#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Carbohydrate digestion and absorption	KEGG PATHWAY	ssc04973	7	45	0.203235873233	0.640790753253	ENSSSCG00000015084|ENSSSCG00000003909|ENSSSCG00000015105|ENSSSCG00000006391|ENSSSCG00000036449|ENSSSCG00000008261|ENSSSCG00000020927	http://www.genome.jp/kegg-bin/show_pathway?ssc04973/ssc:397429%09red/ssc:541593%09red/ssc:100134959%09red/ssc:100516688%09red/ssc:100511937%09red/ssc:396828%09red/ssc:494561%09red
Vitamin digestion and absorption	KEGG PATHWAY	ssc04977	4	22	0.216765048684	0.675500384272	ENSSSCG00000040689|ENSSSCG00000008595|ENSSSCG00000007874|ENSSSCG00000030921	http://www.genome.jp/kegg-bin/show_pathway?ssc04977/ssc:100523371%09red/ssc:733619%09red/ssc:397691%09red/ssc:397681%09red
Platelet activation	KEGG PATHWAY	ssc04611	16	125	0.233077712379	0.717986516294	ENSSSCG00000003909|ENSSSCG00000008998|ENSSSCG00000030361|ENSSSCG00000008997|ENSSSCG00000016034|ENSSSCG00000007231|ENSSSCG00000007058|ENSSSCG00000008629|ENSSSCG00000032693|ENSSSCG00000017101|ENSSSCG00000015326|ENSSSCG00000028901|ENSSSCG00000024088|ENSSSCG00000008540|ENSSSCG00000000712|ENSSSCG00000024314	http://www.genome.jp/kegg-bin/show_pathway?ssc04611/ssc:397378%09red/ssc:100626716%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:100626178%09red/ssc:100156660%09red/ssc:100511937%09red/ssc:574062%09red/ssc:100524288%09red/ssc:100514354%09red/ssc:403164%09red/ssc:100533200%09red/ssc:397445%09red/ssc:399543%09red/ssc:100152001%09red/ssc:100514666%09red
Thyroid hormone synthesis	KEGG PATHWAY	ssc04918	10	73	0.23777003195	0.721711342254	ENSSSCG00000017932|ENSSSCG00000004093|ENSSSCG00000024926|ENSSSCG00000006391|ENSSSCG00000013501|ENSSSCG00000017101|ENSSSCG00000015844|ENSSSCG00000007058|ENSSSCG00000015084|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc04918/ssc:541593%09red/ssc:100144302%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:100522979%09red/ssc:396625%09red/ssc:396828%09red/ssc:100739379%09red/ssc:100625649%09red/ssc:403124%09red
FoxO signaling pathway	KEGG PATHWAY	ssc04068	17	135	0.242552336089	0.721711342254	ENSSSCG00000009134|ENSSSCG00000010816|ENSSSCG00000011810|ENSSSCG00000013919|ENSSSCG00000003909|ENSSSCG00000000107|ENSSSCG00000016200|ENSSSCG00000037066|ENSSSCG00000005981|ENSSSCG00000030820|ENSSSCG00000007507|ENSSSCG00000036449|ENSSSCG00000035249|ENSSSCG00000001565|ENSSSCG00000002009|ENSSSCG00000023915|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04068/ssc:100623143%09red/ssc:574062%09red/ssc:100134959%09red/ssc:100523244%09red/ssc:733669%09red/ssc:733657%09red/ssc:397084%09red/ssc:100511937%09red/ssc:100152997%09red/ssc:100156549%09red/ssc:397149%09red/ssc:100144531%09red/ssc:403165%09red/ssc:100739542%09red/ssc:106506693%09red/ssc:100526210%09red/ssc:397083%09red
Arachidonic acid metabolism	KEGG PATHWAY	ssc00590	9	65	0.244880534713	0.721711342254	ENSSSCG00000010291|ENSSSCG00000010546|ENSSSCG00000010488|ENSSSCG00000028488|ENSSSCG00000003006|ENSSSCG00000026554|ENSSSCG00000010780|ENSSSCG00000024537|ENSSSCG00000007463	http://www.genome.jp/kegg-bin/show_pathway?ssc00590/ssc:403111%09red/ssc:100134955%09red/ssc:403216%09red/ssc:403215%09red/ssc:100152597%09red/ssc:100520063%09red/ssc:403107%09red/ssc:100126284%09red/ssc:403104%09red
Fatty acid metabolism	KEGG PATHWAY	ssc01212	7	48	0.245058702034	0.721711342254	ENSSSCG00000001045|ENSSSCG00000029944|ENSSSCG00000015784|ENSSSCG00000022364|ENSSSCG00000004510|ENSSSCG00000040296|ENSSSCG00000038007	http://www.genome.jp/kegg-bin/show_pathway?ssc01212/ssc:448982%09red/ssc:100522945%09red/ssc:100312959%09red/ssc:448846%09red/ssc:399528%09red/ssc:397561%09red/ssc:100153368%09red
Pertussis	KEGG PATHWAY	ssc05133	10	74	0.249279705025	0.726162618987	ENSSSCG00000038706|ENSSSCG00000014369|ENSSSCG00000015661|ENSSSCG00000013551|ENSSSCG00000033512|ENSSSCG00000003524|ENSSSCG00000032693|ENSSSCG00000000675|ENSSSCG00000001959|ENSSSCG00000005512	http://www.genome.jp/kegg-bin/show_pathway?ssc05133/ssc:574062%09red/ssc:397072%09red/ssc:445460%09red/ssc:445461%09red/ssc:445464%09red/ssc:100518846%09red/ssc:414437%09red/ssc:497233%09red/ssc:100520583%09red/ssc:100037938%09red
Glycosphingolipid biosynthesis - globo series	KEGG PATHWAY	ssc00603	3	16	0.255388309248	0.735957708371	ENSSSCG00000038056|ENSSSCG00000005943|ENSSSCG00000026962	http://www.genome.jp/kegg-bin/show_pathway?ssc00603/ssc:100524987%09red/ssc:445537%09red/ssc:100516832%09red
Type II diabetes mellitus	KEGG PATHWAY	ssc04930	7	50	0.274303171877	0.782055851735	ENSSSCG00000039103|ENSSSCG00000030361|ENSSSCG00000003909|ENSSSCG00000001930|ENSSSCG00000008261|ENSSSCG00000020927|ENSSSCG00000023915	http://www.genome.jp/kegg-bin/show_pathway?ssc04930/ssc:397429%09red/ssc:100158154%09red/ssc:100511937%09red/ssc:100533200%09red/ssc:100739542%09red/ssc:494561%09red/ssc:397660%09red
Wnt signaling pathway	KEGG PATHWAY	ssc04310	16	132	0.296016969735	0.835079451464	ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000010529|ENSSSCG00000016140|ENSSSCG00000000107|ENSSSCG00000007058|ENSSSCG00000008629|ENSSSCG00000009004|ENSSSCG00000001595|ENSSSCG00000029578|ENSSSCG00000032094|ENSSSCG00000010301|ENSSSCG00000035299|ENSSSCG00000009172|ENSSSCG00000010311|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc04310/ssc:100516027%09red/ssc:100523244%09red/ssc:397394%09red/ssc:100516581%09red/ssc:100512951%09red/ssc:100153176%09red/ssc:396603%09red/ssc:100145890%09red/ssc:397241%09red/ssc:100739450%09red/ssc:100155713%09red/ssc:100516166%09red/ssc:100519672%09red/ssc:100519058%09red/ssc:100626014%09red/ssc:397445%09red
Nicotinate and nicotinamide metabolism	KEGG PATHWAY	ssc00760	4	26	0.300909138168	0.840038010719	ENSSSCG00000022912|ENSSSCG00000040860|ENSSSCG00000027454|ENSSSCG00000015054	http://www.genome.jp/kegg-bin/show_pathway?ssc00760/ssc:100624588%09red/ssc:100623339%09red/ssc:100623678%09red/ssc:100144485%09red
One carbon pool by folate	KEGG PATHWAY	ssc00670	3	18	0.307711202849	0.850171158388	ENSSSCG00000027926|ENSSSCG00000036208|ENSSSCG00000002269	http://www.genome.jp/kegg-bin/show_pathway?ssc00670/ssc:414382%09red/ssc:100514459%09red/ssc:397517%09red
Circadian rhythm	KEGG PATHWAY	ssc04710	4	27	0.32259088565	0.882187319941	ENSSSCG00000013270|ENSSSCG00000017983|ENSSSCG00000000107|ENSSSCG00000016200	http://www.genome.jp/kegg-bin/show_pathway?ssc04710/ssc:100517750%09red/ssc:100620648%09red/ssc:100523244%09red/ssc:397149%09red
cAMP signaling pathway	KEGG PATHWAY	ssc04024	24	210	0.331275220873	0.896036762051	ENSSSCG00000008629|ENSSSCG00000003909|ENSSSCG00000003805|ENSSSCG00000001242|ENSSSCG00000017498|ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000021059|ENSSSCG00000006572|ENSSSCG00000023526|ENSSSCG00000008540|ENSSSCG00000010311|ENSSSCG00000003183|ENSSSCG00000000443|ENSSSCG00000038598|ENSSSCG00000003018|ENSSSCG00000036363|ENSSSCG00000006391|ENSSSCG00000013501|ENSSSCG00000010142|ENSSSCG00000017101|ENSSSCG00000009045|ENSSSCG00000014878|ENSSSCG00000015084	http://www.genome.jp/kegg-bin/show_pathway?ssc04024/ssc:100037970%09red/ssc:100520490%09red/ssc:100522979%09red/ssc:397378%09red/ssc:397394%09red/ssc:606743%09red/ssc:397357%09red/ssc:396828%09red/ssc:100037941%09red/ssc:541593%09red/ssc:100517503%09red/ssc:100141417%09red/ssc:397583%09red/ssc:100516558%09red/ssc:100516166%09red/ssc:100525766%09red/ssc:100153508%09red/ssc:100511937%09red/ssc:100620989%09red/ssc:396856%09red/ssc:100736966%09red/ssc:100525059%09red/ssc:100626014%09red/ssc:397445%09red
Lysine degradation	KEGG PATHWAY	ssc00310	7	54	0.33507334893	0.896036762051	ENSSSCG00000013729|ENSSSCG00000016613|ENSSSCG00000009889|ENSSSCG00000040296|ENSSSCG00000018041|ENSSSCG00000017781|ENSSSCG00000013337	http://www.genome.jp/kegg-bin/show_pathway?ssc00310/ssc:100620393%09red/ssc:100525303%09red/ssc:100522477%09red/ssc:100515508%09red/ssc:448846%09red/ssc:733685%09red/ssc:100513962%09red
Taurine and hypotaurine metabolism	KEGG PATHWAY	ssc00430	2	11	0.342477963501	0.896036762051	ENSSSCG00000005398|ENSSSCG00000014219	http://www.genome.jp/kegg-bin/show_pathway?ssc00430/ssc:100312964%09red/ssc:100515185%09red
Sulfur metabolism	KEGG PATHWAY	ssc00920	2	11	0.342477963501	0.896036762051	ENSSSCG00000010437|ENSSSCG00000000133	http://www.genome.jp/kegg-bin/show_pathway?ssc00920/ssc:100156262%09red/ssc:100153230%09red
Thyroid cancer	KEGG PATHWAY	ssc05216	4	28	0.344372337654	0.896036762051	ENSSSCG00000025652|ENSSSCG00000006328|ENSSSCG00000006556|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc05216/ssc:100512951%09red/ssc:100048953%09red/ssc:100620599%09red/ssc:445465%09red
Inflammatory mediator regulation of TRP channels	KEGG PATHWAY	ssc04750	13	110	0.35180117812	0.906564574385	ENSSSCG00000011131|ENSSSCG00000003909|ENSSSCG00000010546|ENSSSCG00000010488|ENSSSCG00000008540|ENSSSCG00000005095|ENSSSCG00000007058|ENSSSCG00000039535|ENSSSCG00000032693|ENSSSCG00000017101|ENSSSCG00000014443|ENSSSCG00000024537|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc04750/ssc:397378%09red/ssc:574062%09red/ssc:403111%09red/ssc:397394%09red/ssc:100152637%09red/ssc:100517503%09red/ssc:100516581%09red/ssc:100511937%09red/ssc:403215%09red/ssc:100621326%09red/ssc:100516166%09red/ssc:403107%09red/ssc:100626014%09red
Axon guidance	KEGG PATHWAY	ssc04360	20	176	0.359351144693	0.908671008909	ENSSSCG00000039535|ENSSSCG00000011440|ENSSSCG00000036831|ENSSSCG00000008629|ENSSSCG00000001959|ENSSSCG00000003909|ENSSSCG00000022726|ENSSSCG00000017012|ENSSSCG00000029533|ENSSSCG00000003183|ENSSSCG00000014443|ENSSSCG00000010311|ENSSSCG00000023784|ENSSSCG00000029578|ENSSSCG00000005481|ENSSSCG00000010301|ENSSSCG00000014878|ENSSSCG00000009172|ENSSSCG00000006635|ENSSSCG00000008721	http://www.genome.jp/kegg-bin/show_pathway?ssc04360/ssc:100154710%09red/ssc:100525766%09red/ssc:100153477%09red/ssc:100157653%09red/ssc:100522624%09red/ssc:397445%09red/ssc:396603%09red/ssc:100625712%09red/ssc:397394%09red/ssc:100511937%09red/ssc:100624508%09red/ssc:100513444%09red/ssc:397241%09red/ssc:100739450%09red/ssc:100516558%09red/ssc:100516166%09red/ssc:497233%09red/ssc:100517801%09red/ssc:100626014%09red/ssc:100625773%09red
Central carbon metabolism in cancer	KEGG PATHWAY	ssc05230	8	65	0.364269715947	0.908671008909	ENSSSCG00000000401|ENSSSCG00000016056|ENSSSCG00000003909|ENSSSCG00000016720|ENSSSCG00000021129|ENSSSCG00000001930|ENSSSCG00000008261|ENSSSCG00000020927	http://www.genome.jp/kegg-bin/show_pathway?ssc05230/ssc:397429%09red/ssc:100158154%09red/ssc:100738224%09red/ssc:100188980%09red/ssc:100511937%09red/ssc:733601%09red/ssc:399525%09red/ssc:494561%09red
Glutathione metabolism	KEGG PATHWAY	ssc00480	7	56	0.366158012948	0.908671008909	ENSSSCG00000037808|ENSSSCG00000032003|ENSSSCG00000027121|ENSSSCG00000010064|ENSSSCG00000015844|ENSSSCG00000022351|ENSSSCG00000001488	http://www.genome.jp/kegg-bin/show_pathway?ssc00480/ssc:100739163%09red/ssc:100522018%09red/ssc:396625%09red/ssc:414408%09red/ssc:397117%09red/ssc:780435%09red/ssc:100153094%09red
Galactose metabolism	KEGG PATHWAY	ssc00052	4	29	0.366180854336	0.908671008909	ENSSSCG00000010969|ENSSSCG00000008261|ENSSSCG00000036449|ENSSSCG00000021129	http://www.genome.jp/kegg-bin/show_pathway?ssc00052/ssc:494561%09red/ssc:733601%09red/ssc:100134959%09red/ssc:100623908%09red
Viral myocarditis	KEGG PATHWAY	ssc05416	7	57	0.381781126319	0.920089428806	ENSSSCG00000017063|ENSSSCG00000016634|ENSSSCG00000003512|ENSSSCG00000017583|ENSSSCG00000032702|ENSSSCG00000008833|ENSSSCG00000002029	http://www.genome.jp/kegg-bin/show_pathway?ssc05416/ssc:404693%09red/ssc:396860%09red/ssc:100240724%09red/ssc:397333%09red/ssc:100240723%09red/ssc:100516495%09red/ssc:100135674%09red
Biosynthesis of unsaturated fatty acids	KEGG PATHWAY	ssc01040	3	21	0.386480845611	0.920089428806	ENSSSCG00000001045|ENSSSCG00000005398|ENSSSCG00000038007	http://www.genome.jp/kegg-bin/show_pathway?ssc01040/ssc:100522945%09red/ssc:100153368%09red/ssc:100515185%09red
Terpenoid backbone biosynthesis	KEGG PATHWAY	ssc00900	3	21	0.386480845611	0.920089428806	ENSSSCG00000009931|ENSSSCG00000006535|ENSSSCG00000036808	http://www.genome.jp/kegg-bin/show_pathway?ssc00900/ssc:100152230%09red/ssc:100152301%09red/ssc:397673%09red
Propanoate metabolism	KEGG PATHWAY	ssc00640	4	30	0.387948154683	0.920089428806	ENSSSCG00000009405|ENSSSCG00000009522|ENSSSCG00000009937|ENSSSCG00000040296	http://www.genome.jp/kegg-bin/show_pathway?ssc00640/ssc:100154993%09red/ssc:399540%09red/ssc:100524103%09red/ssc:448846%09red
Other types of O-glycan biosynthesis	KEGG PATHWAY	ssc00514	4	30	0.387948154683	0.920089428806	ENSSSCG00000030209|ENSSSCG00000008175|ENSSSCG00000025770|ENSSSCG00000012403	http://www.genome.jp/kegg-bin/show_pathway?ssc00514/ssc:664652%09red/ssc:102161832%09red/ssc:100520428%09red/ssc:100302026%09red
Dopaminergic synapse	KEGG PATHWAY	ssc04728	14	123	0.391540284931	0.920463125978	ENSSSCG00000008540|ENSSSCG00000014443|ENSSSCG00000022009|ENSSSCG00000023215|ENSSSCG00000013501|ENSSSCG00000010132|ENSSSCG00000007058|ENSSSCG00000039535|ENSSSCG00000000084|ENSSSCG00000017498|ENSSSCG00000010301|ENSSSCG00000009172|ENSSSCG00000010311|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04728/ssc:397378%09red/ssc:414909%09red/ssc:574062%09red/ssc:100144302%09red/ssc:397394%09red/ssc:100516581%09red/ssc:396603%09red/ssc:100522979%09red/ssc:100155530%09red/ssc:397241%09red/ssc:396857%09red/ssc:100736966%09red/ssc:100516166%09red/ssc:100626014%09red
Cell adhesion molecules (CAMs)	KEGG PATHWAY	ssc04514	17	152	0.398415743751	0.928481907175	ENSSSCG00000017277|ENSSSCG00000003592|ENSSSCG00000007146|ENSSSCG00000000687|ENSSSCG00000002642|ENSSSCG00000008601|ENSSSCG00000006415|ENSSSCG00000007718|ENSSSCG00000006088|ENSSSCG00000015045|ENSSSCG00000015200|ENSSSCG00000025652|ENSSSCG00000039946|ENSSSCG00000003722|ENSSSCG00000038901|ENSSSCG00000006352|ENSSSCG00000020680	http://www.genome.jp/kegg-bin/show_pathway?ssc04514/ssc:733578%09red/ssc:397623%09red/ssc:404704%09red/ssc:100516859%09red/ssc:100522817%09red/ssc:100157273%09red/ssc:100523671%09red/ssc:397160%09red/ssc:100519770%09red/ssc:100515322%09red/ssc:100302018%09red/ssc:100152754%09red/ssc:100153273%09red/ssc:100515564%09red/ssc:100048953%09red/ssc:100302017%09red/ssc:396941%09red
Renin secretion	KEGG PATHWAY	ssc04924	8	68	0.407758440363	0.933029457261	ENSSSCG00000038598|ENSSSCG00000007058|ENSSSCG00000021059|ENSSSCG00000006572|ENSSSCG00000017296|ENSSSCG00000010301|ENSSSCG00000009172|ENSSSCG00000033190	http://www.genome.jp/kegg-bin/show_pathway?ssc04924/ssc:100153508%09red/ssc:606743%09red/ssc:100516581%09red/ssc:396603%09red/ssc:397357%09red/ssc:613133%09red/ssc:407773%09red/ssc:397241%09red
Citrate cycle (TCA cycle)	KEGG PATHWAY	ssc00020	4	31	0.40961052553	0.933029457261	ENSSSCG00000009405|ENSSSCG00000007507|ENSSSCG00000035686|ENSSSCG00000002009	http://www.genome.jp/kegg-bin/show_pathway?ssc00020/ssc:403165%09red/ssc:397519%09red/ssc:100144531%09red/ssc:399540%09red
Glycerophospholipid metabolism	KEGG PATHWAY	ssc00564	10	87	0.410811477451	0.933029457261	ENSSSCG00000015276|ENSSSCG00000010291|ENSSSCG00000001435|ENSSSCG00000008624|ENSSSCG00000007043|ENSSSCG00000009144|ENSSSCG00000038494|ENSSSCG00000028350|ENSSSCG00000015872|ENSSSCG00000026701	http://www.genome.jp/kegg-bin/show_pathway?ssc00564/ssc:100187579%09red/ssc:100519324%09red/ssc:100303723%09red/ssc:100170845%09red/ssc:100152321%09red/ssc:100152597%09red/ssc:613128%09red/ssc:100621753%09red/ssc:397348%09red/ssc:100622861%09red
Aldosterone synthesis and secretion	KEGG PATHWAY	ssc04925	9	78	0.416341545885	0.935077807212	ENSSSCG00000039535|ENSSSCG00000003018|ENSSSCG00000006572|ENSSSCG00000013501|ENSSSCG00000000084|ENSSSCG00000017101|ENSSSCG00000014443|ENSSSCG00000007058|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc04925/ssc:100144302%09red/ssc:397394%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:100522979%09red/ssc:397583%09red/ssc:100516166%09red/ssc:100626014%09red/ssc:100153508%09red
N-Glycan biosynthesis	KEGG PATHWAY	ssc00510	6	50	0.418691555468	0.935077807212	ENSSSCG00000021319|ENSSSCG00000025770|ENSSSCG00000023235|ENSSSCG00000002283|ENSSSCG00000015701|ENSSSCG00000031669	http://www.genome.jp/kegg-bin/show_pathway?ssc00510/ssc:100516660%09red/ssc:100512563%09red/ssc:100524150%09red/ssc:396933%09red/ssc:100302026%09red/ssc:100627022%09red
ErbB signaling pathway	KEGG PATHWAY	ssc04012	10	89	0.436476921314	0.966742272002	ENSSSCG00000009134|ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000003909|ENSSSCG00000014362|ENSSSCG00000020725|ENSSSCG00000008965|ENSSSCG00000014878|ENSSSCG00000001565|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc04012/ssc:100623143%09red/ssc:100505411%09red/ssc:100525766%09red/ssc:397394%09red/ssc:397083%09red/ssc:100511937%09red/ssc:100525045%09red/ssc:100516166%09red/ssc:397564%09red/ssc:100626014%09red
Butirosin and neomycin biosynthesis	KEGG PATHWAY	ssc00524	1	5	0.442049463047	0.971059476203	ENSSSCG00000008261	http://www.genome.jp/kegg-bin/show_pathway?ssc00524/ssc:494561%09red
Chagas disease (American trypanosomiasis)	KEGG PATHWAY	ssc05142	12	109	0.447210923908	0.974410793555	ENSSSCG00000038706|ENSSSCG00000010816|ENSSSCG00000007058|ENSSSCG00000032343|ENSSSCG00000003909|ENSSSCG00000017296|ENSSSCG00000033512|ENSSSCG00000009002|ENSSSCG00000003524|ENSSSCG00000032693|ENSSSCG00000030888|ENSSSCG00000013551	http://www.genome.jp/kegg-bin/show_pathway?ssc05142/ssc:574062%09red/ssc:397072%09red/ssc:100516581%09red/ssc:445460%09red/ssc:445461%09red/ssc:397084%09red/ssc:100511937%09red/ssc:613133%09red/ssc:100518846%09red/ssc:396623%09red/ssc:595129%09red/ssc:100515857%09red
Pancreatic secretion	KEGG PATHWAY	ssc04972	10	91	0.462045518143	0.98432997861	ENSSSCG00000007805|ENSSSCG00000007058|ENSSSCG00000014255|ENSSSCG00000034386|ENSSSCG00000006391|ENSSSCG00000010142|ENSSSCG00000009413|ENSSSCG00000017101|ENSSSCG00000010291|ENSSSCG00000015084	http://www.genome.jp/kegg-bin/show_pathway?ssc04972/ssc:541593%09red/ssc:100516960%09red/ssc:100516962%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:100155038%09red/ssc:396828%09red/ssc:396875%09red/ssc:396856%09red/ssc:100152597%09red
Endocrine resistance	KEGG PATHWAY	ssc01522	10	91	0.462045518143	0.98432997861	ENSSSCG00000002555|ENSSSCG00000003909|ENSSSCG00000014362|ENSSSCG00000001440|ENSSSCG00000002829|ENSSSCG00000032693|ENSSSCG00000017101|ENSSSCG00000025176|ENSSSCG00000001565|ENSSSCG00000015926	http://www.genome.jp/kegg-bin/show_pathway?ssc01522/ssc:100623143%09red/ssc:397391%09red/ssc:102158881%09red/ssc:100522743%09red/ssc:100517503%09red/ssc:100144522%09red/ssc:100518154%09red/ssc:100511937%09red/ssc:574062%09red/ssc:397564%09red
Fatty acid elongation	KEGG PATHWAY	ssc00062	3	24	0.462933748621	0.98432997861	ENSSSCG00000001045|ENSSSCG00000004510|ENSSSCG00000038007	http://www.genome.jp/kegg-bin/show_pathway?ssc00062/ssc:100522945%09red/ssc:100153368%09red/ssc:100312959%09red
HIF-1 signaling pathway	KEGG PATHWAY	ssc04066	11	101	0.466454877924	0.98432997861	ENSSSCG00000009134|ENSSSCG00000001565|ENSSSCG00000014443|ENSSSCG00000003909|ENSSSCG00000028203|ENSSSCG00000017904|ENSSSCG00000011133|ENSSSCG00000011640|ENSSSCG00000039535|ENSSSCG00000008261|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc04066/ssc:100623143%09red/ssc:692156%09red/ssc:397394%09red/ssc:100511937%09red/ssc:397083%09red/ssc:100516289%09red/ssc:396996%09red/ssc:396845%09red/ssc:100516166%09red/ssc:494561%09red/ssc:100626014%09red
Vascular smooth muscle contraction	KEGG PATHWAY	ssc04270	13	121	0.473915967628	0.989285111777	ENSSSCG00000010925|ENSSSCG00000008540|ENSSSCG00000007058|ENSSSCG00000006572|ENSSSCG00000011131|ENSSSCG00000039506|ENSSSCG00000005095|ENSSSCG00000010447|ENSSSCG00000007231|ENSSSCG00000005322|ENSSSCG00000008629|ENSSSCG00000017101|ENSSSCG00000010291	http://www.genome.jp/kegg-bin/show_pathway?ssc04270/ssc:397378%09red/ssc:100512698%09red/ssc:100153508%09red/ssc:100152637%09red/ssc:100517503%09red/ssc:100516581%09red/ssc:100525832%09red/ssc:100520244%09red/ssc:100524288%09red/ssc:100621326%09red/ssc:733615%09red/ssc:100152597%09red/ssc:397445%09red
Nitrogen metabolism	KEGG PATHWAY	ssc00910	2	15	0.476185744101	0.989285111777	ENSSSCG00000015545|ENSSSCG00000016159	http://www.genome.jp/kegg-bin/show_pathway?ssc00910/ssc:396944%09red/ssc:100157716%09red
Notch signaling pathway	KEGG PATHWAY	ssc04330	5	45	0.498781127991	1.0	ENSSSCG00000001440|ENSSSCG00000030209|ENSSSCG00000002555|ENSSSCG00000010860|ENSSSCG00000025176	http://www.genome.jp/kegg-bin/show_pathway?ssc04330/ssc:100522743%09red/ssc:102161832%09red/ssc:100144522%09red/ssc:102158881%09red/ssc:780410%09red
Glioma	KEGG PATHWAY	ssc05214	7	65	0.505483423001	1.0	ENSSSCG00000009134|ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000003909|ENSSSCG00000033327|ENSSSCG00000001565|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc05214/ssc:100623143%09red/ssc:397394%09red/ssc:397083%09red/ssc:100626465%09red/ssc:100511937%09red/ssc:100516166%09red/ssc:100626014%09red
Cocaine addiction	KEGG PATHWAY	ssc05030	5	46	0.516752552593	1.0	ENSSSCG00000017498|ENSSSCG00000022009|ENSSSCG00000013501|ENSSSCG00000000084|ENSSSCG00000023215	http://www.genome.jp/kegg-bin/show_pathway?ssc05030/ssc:396857%09red/ssc:100736966%09red/ssc:100144302%09red/ssc:414909%09red/ssc:100522979%09red
Glycosaminoglycan biosynthesis - keratan sulfate	KEGG PATHWAY	ssc00533	2	17	0.536597866118	1.0	ENSSSCG00000005943|ENSSSCG00000002283	http://www.genome.jp/kegg-bin/show_pathway?ssc00533/ssc:445537%09red/ssc:396933%09red
Purine metabolism	KEGG PATHWAY	ssc00230	19	187	0.543703540492	1.0	ENSSSCG00000036363|ENSSSCG00000006572|ENSSSCG00000040337|ENSSSCG00000006754|ENSSSCG00000010437|ENSSSCG00000022912|ENSSSCG00000037334|ENSSSCG00000005627|ENSSSCG00000005852|ENSSSCG00000034896|ENSSSCG00000005322|ENSSSCG00000001930|ENSSSCG00000017101|ENSSSCG00000009316|ENSSSCG00000002355|ENSSSCG00000022206|ENSSSCG00000003805|ENSSSCG00000005347|ENSSSCG00000008522	http://www.genome.jp/kegg-bin/show_pathway?ssc00230/ssc:100156262%09red/ssc:100512698%09red/ssc:100153508%09red/ssc:733667%09red/ssc:397510%09red/ssc:100517503%09red/ssc:100158154%09red/ssc:397351%09red/ssc:100515259%09red/ssc:100521423%09red/ssc:100101472%09red/ssc:100154506%09red/ssc:100037941%09red/ssc:100037970%09red/ssc:100048943%09red/ssc:100516719%09red/ssc:100515273%09red/ssc:100156445%09red/ssc:100623678%09red
MAPK signaling pathway	KEGG PATHWAY	ssc04010	26	257	0.548488393725	1.0	ENSSSCG00000010816|ENSSSCG00000010831|ENSSSCG00000010959|ENSSSCG00000017330|ENSSSCG00000035249|ENSSSCG00000037066|ENSSSCG00000032693|ENSSSCG00000017271|ENSSSCG00000016578|ENSSSCG00000014149|ENSSSCG00000015402|ENSSSCG00000003257|ENSSSCG00000004022|ENSSSCG00000030820|ENSSSCG00000014047|ENSSSCG00000009134|ENSSSCG00000015960|ENSSSCG00000003183|ENSSSCG00000029578|ENSSSCG00000033327|ENSSSCG00000000084|ENSSSCG00000014369|ENSSSCG00000017510|ENSSSCG00000010301|ENSSSCG00000014878|ENSSSCG00000009172	http://www.genome.jp/kegg-bin/show_pathway?ssc04010/ssc:100517416%09red/ssc:100037938%09red/ssc:100127133%09red/ssc:100519779%09red/ssc:100152572%09red/ssc:733590%09red/ssc:733669%09red/ssc:396603%09red/ssc:397377%09red/ssc:100152997%09red/ssc:397241%09red/ssc:106506693%09red/ssc:574062%09red/ssc:100144302%09red/ssc:397083%09red/ssc:100626465%09red/ssc:100515286%09red/ssc:397084%09red/ssc:100519209%09red/ssc:100516558%09red/ssc:100514316%09red/ssc:100520402%09red/ssc:733677%09red/ssc:100525766%09red/ssc:100518997%09red/ssc:100739450%09red
Platinum drug resistance	KEGG PATHWAY	ssc01524	8	81	0.589419835271	1.0	ENSSSCG00000010543|ENSSSCG00000022351|ENSSSCG00000032003|ENSSSCG00000003909|ENSSSCG00000010064|ENSSSCG00000037808|ENSSSCG00000030888|ENSSSCG00000001565	http://www.genome.jp/kegg-bin/show_pathway?ssc01524/ssc:100623143%09red/ssc:100739163%09red/ssc:100511937%09red/ssc:397535%09red/ssc:397117%09red/ssc:595129%09red/ssc:780435%09red/ssc:100153094%09red
