category	over_represented_pvalue	qvalue	numDEInCat	numInCat	term	ontology	DE_id
GO:0046628	0.429491838604524	0.607866046553286	1	7	positive regulation of insulin receptor signaling pathway	BP	ENSSSCG00000000875
GO:0048730	0.429755489714822	0.607909980814786	1	6	epidermis morphogenesis	BP	ENSSSCG00000005437
GO:0048019	0.42976741403137	0.607909980814786	1	6	receptor antagonist activity	MF	ENSSSCG00000023796
GO:0006596	0.429900597482708	0.607925418283283	1	7	polyamine biosynthetic process	BP	ENSSSCG00000027121
GO:0030296	0.430245080981618	0.608239562877624	1	6	protein tyrosine kinase activator activity	MF	ENSSSCG00000009565
GO:0016494	0.430778954707063	0.608821194657054	1	7	C-X-C chemokine receptor activity	MF	ENSSSCG00000016322
GO:0030705	0.431078172341623	0.608960527954363	2	15	cytoskeleton-dependent intracellular transport	BP	ENSSSCG00000003401,ENSSSCG00000016401
GO:0032580	0.431122497666805	0.608960527954363	2	17	Golgi cisterna membrane	CC	ENSSSCG00000006693,ENSSSCG00000002283
GO:0001517	0.431632585699761	0.609507871655556	1	6	N-acetylglucosamine 6-O-sulfotransferase activity	MF	ENSSSCG00000012265
GO:0042307	0.431774195350242	0.609534724384271	2	15	positive regulation of protein import into nucleus	BP	ENSSSCG00000015066,ENSSSCG00000011692
GO:0019900	0.432125971776161	0.609626436848497	7	69	kinase binding	MF	ENSSSCG00000017983,ENSSSCG00000035456,ENSSSCG00000037066,ENSSSCG00000013270,ENSSSCG00000021129,ENSSSCG00000003201,ENSSSCG00000004038
GO:0007617	0.432190632331411	0.609626436848497	1	7	mating behavior	BP	ENSSSCG00000012022
GO:0071300	0.432206997162299	0.609626436848497	3	25	cellular response to retinoic acid	BP	ENSSSCG00000000258,ENSSSCG00000025568,ENSSSCG00000011435
GO:0090037	0.432674761457792	0.610113134988129	1	6	positive regulation of protein kinase C signaling	BP	ENSSSCG00000014007
GO:0006995	0.433251427875334	0.610683655542434	1	8	cellular response to nitrogen starvation	BP	ENSSSCG00000011575
GO:1904888	0.433325007392138	0.610683655542434	1	6	cranial skeletal system development	BP	ENSSSCG00000029324
GO:0060449	0.434265829174646	0.611836129967792	1	6	bud elongation involved in lung branching	BP	ENSSSCG00000005045
GO:0005496	0.434412870164079	0.611869912310425	2	17	steroid binding	MF	ENSSSCG00000012625,ENSSSCG00000002475
GO:0032691	0.434767792493635	0.612196393168608	1	6	negative regulation of interleukin-1 beta production	BP	ENSSSCG00000032282
GO:0042634	0.435222999573538	0.61264805413409	1	6	regulation of hair cycle	BP	ENSSSCG00000017983
GO:0005544	0.435334991000752	0.61264805413409	4	38	calcium-dependent phospholipid binding	MF	ENSSSCG00000004578,ENSSSCG00000010926,ENSSSCG00000009097,ENSSSCG00000005267
GO:0014033	0.435863979932713	0.613047961294069	1	6	neural crest cell differentiation	BP	ENSSSCG00000014149
GO:0015180	0.435865756873398	0.613047961294069	1	6	L-alanine transmembrane transporter activity	MF	ENSSSCG00000011397
GO:0001190	0.437262758523514	0.614838924032497	2	17	transcriptional activator activity, RNA polymerase II transcription factor binding	MF	ENSSSCG00000000875,ENSSSCG00000005437
GO:2000117	0.437406418528563	0.61486703786373	1	13	negative regulation of cysteine-type endopeptidase activity	BP	ENSSSCG00000012960
GO:0048208	0.438441614797204	0.61600372059788	1	6	COPII vesicle coating	BP	ENSSSCG00000039332
GO:2000096	0.438462825260639	0.61600372059788	1	6	positive regulation of Wnt signaling pathway, planar cell polarity pathway	BP	ENSSSCG00000005166
GO:0043523	0.438800109484257	0.616303430608962	2	16	regulation of neuron apoptotic process	BP	ENSSSCG00000025020,ENSSSCG00000014149
GO:0097527	0.43990873627852	0.617686031284044	1	6	necroptotic signaling pathway	BP	ENSSSCG00000030888
GO:0002829	0.440051167981462	0.617711577414972	1	7	negative regulation of type 2 immune response	BP	ENSSSCG00000011810
GO:0042605	0.440347991951981	0.61795377250501	1	8	peptide antigen binding	MF	ENSSSCG00000027525
GO:0014029	0.440786059825467	0.618393986865751	1	6	neural crest formation	BP	ENSSSCG00000011500
GO:0051683	0.4409107151396	0.618394379597769	1	6	establishment of Golgi localization	BP	ENSSSCG00000017232
GO:0043325	0.441125996116058	0.618521842269894	2	18	phosphatidylinositol-3,4-bisphosphate binding	MF	ENSSSCG00000016005,ENSSSCG00000008348
GO:0097427	0.441770873838952	0.619251419432554	1	6	microtubule bundle	CC	ENSSSCG00000035983
GO:0006207	0.442003639703048	0.619403071196041	1	6	'de novo' pyrimidine nucleobase biosynthetic process	BP	ENSSSCG00000016159
GO:0004622	0.442417061763708	0.61980772924462	1	6	lysophospholipase activity	MF	ENSSSCG00000029212
GO:0043394	0.442694262410567	0.620021372593054	1	6	proteoglycan binding	MF	ENSSSCG00000005751
GO:0061053	0.442944995204377	0.620197836146484	2	16	somite development	BP	ENSSSCG00000015357,ENSSSCG00000002269
GO:0071375	0.443607954416794	0.620951224482067	1	6	cellular response to peptide hormone stimulus	BP	ENSSSCG00000016634
GO:0015267	0.443746795807717	0.620970748312967	2	18	channel activity	MF	ENSSSCG00000040513,ENSSSCG00000004597
GO:0070723	0.443922513618241	0.621041850790629	1	7	response to cholesterol	BP	ENSSSCG00000006535
GO:1901799	0.444092101368865	0.62110433980478	1	8	negative regulation of proteasomal protein catabolic process	BP	ENSSSCG00000032787
GO:0032825	0.444417855806048	0.621385145969536	1	7	positive regulation of natural killer cell differentiation	BP	ENSSSCG00000009565
GO:0030285	0.444833696857692	0.621791717957954	1	7	integral component of synaptic vesicle membrane	CC	ENSSSCG00000006829
GO:0000445	0.445142081476789	0.622002948222386	1	6	THO complex part of transcription export complex	CC	ENSSSCG00000009988
GO:0008290	0.445349014145921	0.622002948222386	1	7	F-actin capping protein complex	CC	ENSSSCG00000028113
GO:1904263	0.445492892768729	0.622002948222386	1	7	positive regulation of TORC1 signaling	BP	ENSSSCG00000004318
GO:0032786	0.445551407684517	0.622002948222386	1	6	positive regulation of DNA-templated transcription, elongation	BP	ENSSSCG00000009988
GO:0050965	0.44561031809496	0.622002948222386	1	7	detection of temperature stimulus involved in sensory perception of pain	BP	ENSSSCG00000013873
GO:0019430	0.446285540920605	0.622770617304868	1	8	removal of superoxide radicals	BP	ENSSSCG00000040689
GO:0031018	0.446622903469127	0.623066519654462	2	17	endocrine pancreas development	BP	ENSSSCG00000007114,ENSSSCG00000009919
GO:0023051	0.446971293967847	0.623109466861854	1	6	regulation of signaling	BP	ENSSSCG00000040643
GO:0005114	0.447022860048266	0.623109466861854	1	6	type II transforming growth factor beta receptor binding	MF	ENSSSCG00000010816
GO:2000483	0.447029659753868	0.623109466861854	1	6	negative regulation of interleukin-8 secretion	BP	ENSSSCG00000005267
GO:0051058	0.447333862831711	0.62323191740902	1	6	negative regulation of small GTPase mediated signal transduction	BP	ENSSSCG00000035038
GO:0048568	0.447368204592275	0.62323191740902	3	26	embryonic organ development	BP	ENSSSCG00000025568,ENSSSCG00000013399,ENSSSCG00000000736
GO:0046632	0.448260368268445	0.624252536025778	1	6	alpha-beta T cell differentiation	BP	ENSSSCG00000005267
GO:0009404	0.448351932049085	0.624252536025778	1	6	toxin metabolic process	BP	ENSSSCG00000001901
GO:0010941	0.448948380535414	0.624907992167435	1	7	regulation of cell death	BP	ENSSSCG00000036724
GO:0008097	0.449176294948612	0.625050248666247	1	9	5S rRNA binding	MF	ENSSSCG00000000133
GO:0048935	0.449314494396075	0.6250676178336	1	8	peripheral nervous system neuron development	BP	ENSSSCG00000010959
GO:0007220	0.449658051052582	0.625370581771591	1	7	Notch receptor processing	BP	ENSSSCG00000010860
GO:0045120	0.450223359657015	0.625882624142062	1	6	pronucleus	CC	ENSSSCG00000009919
GO:0001890	0.450277986033016	0.625882624142062	3	31	placenta development	BP	ENSSSCG00000009919,ENSSSCG00000015276,ENSSSCG00000038221
GO:0070536	0.451646844481883	0.627609868855204	2	17	protein K63-linked deubiquitination	BP	ENSSSCG00000011765,ENSSSCG00000011076
GO:0038166	0.452219369178187	0.628229869671401	1	7	angiotensin-activated signaling pathway	BP	ENSSSCG00000014443
GO:2000311	0.452566382379207	0.628536327706541	1	8	regulation of AMPA receptor activity	BP	ENSSSCG00000014149
GO:0070997	0.453465029914121	0.629128272195608	1	6	neuron death	BP	ENSSSCG00000015357
GO:0005635	0.453517450428819	0.629128272195608	9	95	nuclear envelope	CC	ENSSSCG00000005713,ENSSSCG00000030361,ENSSSCG00000015279,ENSSSCG00000009793,ENSSSCG00000028488,ENSSSCG00000032768,ENSSSCG00000015720,ENSSSCG00000021084,ENSSSCG00000012855
GO:1901981	0.453643030277579	0.629128272195608	1	6	phosphatidylinositol phosphate binding	MF	ENSSSCG00000027550
GO:0018108	0.453714193502766	0.629128272195608	9	86	peptidyl-tyrosine phosphorylation	BP	ENSSSCG00000008468,ENSSSCG00000033327,ENSSSCG00000020725,ENSSSCG00000014047,ENSSSCG00000014007,ENSSSCG00000010959,ENSSSCG00000030827,ENSSSCG00000008397,ENSSSCG00000009134
GO:1901380	0.453788893470548	0.629128272195608	1	6	negative regulation of potassium ion transmembrane transport	BP	ENSSSCG00000016634
GO:0048813	0.453871775171099	0.629128272195608	3	27	dendrite morphogenesis	BP	ENSSSCG00000014443,ENSSSCG00000034896,ENSSSCG00000006088
GO:0030816	0.453878341183758	0.629128272195608	1	8	positive regulation of cAMP metabolic process	BP	ENSSSCG00000013408
GO:0035457	0.454138514635208	0.629313460079781	1	6	cellular response to interferon-alpha	BP	ENSSSCG00000009565
GO:0090084	0.455318126987896	0.630566488291224	1	7	negative regulation of inclusion body assembly	BP	ENSSSCG00000037646
GO:0042500	0.455394107123685	0.630566488291224	1	6	aspartic endopeptidase activity, intramembrane cleaving	MF	ENSSSCG00000010860
GO:0033572	0.455423221933585	0.630566488291224	1	6	transferrin transport	BP	ENSSSCG00000007671
GO:0046785	0.456323483484446	0.63163707123738	1	6	microtubule polymerization	BP	ENSSSCG00000035983
GO:0060426	0.456540600043345	0.631750167406777	1	6	lung vasculature development	BP	ENSSSCG00000035774
GO:0000185	0.45665931248189	0.631750167406777	2	16	activation of MAPKKK activity	BP	ENSSSCG00000037066,ENSSSCG00000035249
GO:0035254	0.457320651083968	0.632264726014717	1	6	glutamate receptor binding	MF	ENSSSCG00000014443
GO:0043220	0.457450010260597	0.632264726014717	1	7	Schmidt-Lanterman incisure	CC	ENSSSCG00000004578
GO:0021796	0.457480396214323	0.632264726014717	1	6	cerebral cortex regionalization	BP	ENSSSCG00000002815
GO:0021587	0.457539920394399	0.632264726014717	1	6	cerebellum morphogenesis	BP	ENSSSCG00000040779
GO:0070863	0.458333765051914	0.633185740438488	1	7	positive regulation of protein exit from endoplasmic reticulum	BP	ENSSSCG00000039332
GO:0015037	0.458532397585787	0.633284189110148	1	7	peptide disulfide oxidoreductase activity	MF	ENSSSCG00000039148
GO:0015280	0.458671331551755	0.633300155644356	1	6	ligand-gated sodium channel activity	MF	ENSSSCG00000028923
GO:0001843	0.459273170475633	0.63395464843767	7	70	neural tube closure	BP	ENSSSCG00000009004,ENSSSCG00000000258,ENSSSCG00000025568,ENSSSCG00000013408,ENSSSCG00000005045,ENSSSCG00000002269,ENSSSCG00000002267
GO:0033135	0.459400361689647	0.63395464843767	1	6	regulation of peptidyl-serine phosphorylation	BP	ENSSSCG00000003156
GO:0004115	0.45957167256783	0.634015082132977	1	6	3',5'-cyclic-AMP phosphodiesterase activity	MF	ENSSSCG00000003805
GO:0030317	0.460170839478359	0.634264521557723	4	41	flagellated sperm motility	BP	ENSSSCG00000010603,ENSSSCG00000007435,ENSSSCG00000008595,ENSSSCG00000004679
GO:0019208	0.460346187396229	0.634264521557723	1	6	phosphatase regulator activity	MF	ENSSSCG00000010925
GO:0034663	0.460375189696322	0.634264521557723	1	7	endoplasmic reticulum chaperone complex	CC	ENSSSCG00000039148
GO:0060687	0.460394662716724	0.634264521557723	1	6	regulation of branching involved in prostate gland morphogenesis	BP	ENSSSCG00000005045
GO:0017080	0.460617612867564	0.634264521557723	2	20	sodium channel regulator activity	MF	ENSSSCG00000040643,ENSSSCG00000015084
GO:0006123	0.460618228566427	0.634264521557723	1	14	mitochondrial electron transport, cytochrome c to oxygen	BP	ENSSSCG00000014560
GO:0000813	0.460645452000188	0.634264521557723	1	7	ESCRT I complex	CC	ENSSSCG00000028889
GO:0015711	0.461121191175074	0.634743788073773	2	17	organic anion transport	BP	ENSSSCG00000004041,ENSSSCG00000010543
GO:0006107	0.461871163678154	0.635600173210014	1	7	oxaloacetate metabolic process	BP	ENSSSCG00000010537
GO:0071599	0.462356093410835	0.635759440501673	1	6	otic vesicle development	BP	ENSSSCG00000005087
GO:0045661	0.462416488457497	0.635759440501673	1	6	regulation of myoblast differentiation	BP	ENSSSCG00000033049
GO:0051549	0.462456640770177	0.635759440501673	1	6	positive regulation of keratinocyte migration	BP	ENSSSCG00000014362
GO:0071397	0.462518841314456	0.635759440501673	1	6	cellular response to cholesterol	BP	ENSSSCG00000001089
GO:0002070	0.462691402992173	0.635759440501673	1	7	epithelial cell maturation	BP	ENSSSCG00000004241
GO:0051384	0.462867682758199	0.635759440501673	1	7	response to glucocorticoid	BP	ENSSSCG00000010537
GO:0032722	0.463157908392587	0.635759440501673	2	17	positive regulation of chemokine production	BP	ENSSSCG00000009002,ENSSSCG00000028758
GO:0072089	0.463287190882002	0.635759440501673	1	6	stem cell proliferation	BP	ENSSSCG00000006474
GO:0031116	0.463369350387355	0.635759440501673	2	16	positive regulation of microtubule polymerization	BP	ENSSSCG00000009793,ENSSSCG00000014878
GO:0007202	0.463478392592348	0.635759440501673	1	7	activation of phospholipase C activity	BP	ENSSSCG00000031538
GO:0001935	0.463557346804791	0.635759440501673	1	6	endothelial cell proliferation	BP	ENSSSCG00000033608
GO:0032926	0.463619870360665	0.635759440501673	1	7	negative regulation of activin receptor signaling pathway	BP	ENSSSCG00000037102
GO:0002162	0.463649181669161	0.635759440501673	1	6	dystroglycan binding	MF	ENSSSCG00000010313
GO:0019217	0.464063255798097	0.636151780487493	1	7	regulation of fatty acid metabolic process	BP	ENSSSCG00000016634
GO:0016868	0.464236795266845	0.636214262973196	1	7	intramolecular transferase activity, phosphotransferases	MF	ENSSSCG00000016720
GO:0039694	0.464372911029413	0.636225437761984	1	7	viral RNA genome replication	BP	ENSSSCG00000008629
GO:0048846	0.465058136646707	0.636757318401886	1	6	axon extension involved in axon guidance	BP	ENSSSCG00000017012
GO:0042043	0.465322555824131	0.636757318401886	1	7	neurexin family protein binding	MF	ENSSSCG00000008854
GO:0031659	0.46548889873454	0.636757318401886	1	6	positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle	BP	ENSSSCG00000008041
GO:2000270	0.465564644986177	0.636757318401886	1	6	negative regulation of fibroblast apoptotic process	BP	ENSSSCG00000009565
GO:0008589	0.465629110306239	0.636757318401886	2	16	regulation of smoothened signaling pathway	BP	ENSSSCG00000015360,ENSSSCG00000011692
GO:0042994	0.465749624081649	0.636757318401886	1	7	cytoplasmic sequestering of transcription factor	BP	ENSSSCG00000008041
GO:1903799	0.465889366570603	0.636757318401886	1	6	negative regulation of production of miRNAs involved in gene silencing by miRNA	BP	ENSSSCG00000009172
GO:0038063	0.465913393644738	0.636757318401886	1	6	collagen-activated tyrosine kinase receptor signaling pathway	BP	ENSSSCG00000009545
GO:0008514	0.46595987223856	0.636757318401886	2	17	organic anion transmembrane transporter activity	MF	ENSSSCG00000004041,ENSSSCG00000010543
GO:0055085	0.46613373272724	0.636757318401886	40	433	transmembrane transport	BP	ENSSSCG00000028620,ENSSSCG00000001825,ENSSSCG00000021998,ENSSSCG00000024784,ENSSSCG00000017257,ENSSSCG00000010142,ENSSSCG00000017282,ENSSSCG00000008307,ENSSSCG00000000749,ENSSSCG00000002515,ENSSSCG00000028537,ENSSSCG00000000571,ENSSSCG00000023915,ENSSSCG00000004041,ENSSSCG00000030167,ENSSSCG00000007873,ENSSSCG00000007874,ENSSSCG00000010116,ENSSSCG00000017262,ENSSSCG00000010543,ENSSSCG00000015336,ENSSSCG00000015105,ENSSSCG00000024520,ENSSSCG00000015926,ENSSSCG00000017888,ENSSSCG00000025413,ENSSSCG00000015949,ENSSSCG00000008153,ENSSSCG00000008453,ENSSSCG00000027796,ENSSSCG00000014255,ENSSSCG00000006810,ENSSSCG00000008051,ENSSSCG00000022672,ENSSSCG00000040513,ENSSSCG00000003669,ENSSSCG00000000385,ENSSSCG00000020927,ENSSSCG00000012855,ENSSSCG00000004597
GO:0014037	0.466186684355488	0.636757318401886	1	6	Schwann cell differentiation	BP	ENSSSCG00000020725
GO:0070233	0.466361431418013	0.636757318401886	1	7	negative regulation of T cell apoptotic process	BP	ENSSSCG00000011131
GO:0002063	0.466522143984842	0.636757318401886	2	16	chondrocyte development	BP	ENSSSCG00000009004,ENSSSCG00000000258
GO:0060028	0.466554085063973	0.636757318401886	1	6	convergent extension involved in axis elongation	BP	ENSSSCG00000009004
GO:0035767	0.466838850327314	0.636971120699069	1	7	endothelial cell chemotaxis	BP	ENSSSCG00000003376
GO:0019003	0.467458582098019	0.637641720217106	4	40	GDP binding	MF	ENSSSCG00000006105,ENSSSCG00000003183,ENSSSCG00000016328,ENSSSCG00000004318
GO:0005021	0.468024445914634	0.638238492892913	1	6	vascular endothelial growth factor-activated receptor activity	MF	ENSSSCG00000014007
GO:0002281	0.468303272949065	0.638284639044614	1	7	macrophage activation involved in immune response	BP	ENSSSCG00000028758
GO:0015377	0.468315036853329	0.638284639044614	1	6	cation:chloride symporter activity	MF	ENSSSCG00000014255
GO:0006809	0.468819632130075	0.63879726252418	1	6	nitric oxide biosynthetic process	BP	ENSSSCG00000006987
GO:0071481	0.468969866942577	0.638826898202327	1	6	cellular response to X-ray	BP	ENSSSCG00000009004
GO:0005160	0.469228986292687	0.638838718030417	3	29	transforming growth factor beta receptor binding	MF	ENSSSCG00000013514,ENSSSCG00000010816,ENSSSCG00000005045
GO:0071354	0.469543063965895	0.638838718030417	1	7	cellular response to interleukin-6	BP	ENSSSCG00000007463
GO:0006836	0.469551227042709	0.638838718030417	2	18	neurotransmitter transport	BP	ENSSSCG00000000749,ENSSSCG00000004041
GO:0043584	0.469558063927334	0.638838718030417	1	7	nose development	BP	ENSSSCG00000004822
GO:0050431	0.469683563774251	0.638838718030417	2	16	transforming growth factor beta binding	MF	ENSSSCG00000033760,ENSSSCG00000012985
GO:0046326	0.46974946764264	0.638838718030417	2	19	positive regulation of glucose import	BP	ENSSSCG00000039103,ENSSSCG00000031261
GO:0030336	0.470190715312939	0.639263942175536	7	69	negative regulation of cell migration	BP	ENSSSCG00000009004,ENSSSCG00000003183,ENSSSCG00000005437,ENSSSCG00000017232,ENSSSCG00000039103,ENSSSCG00000025924,ENSSSCG00000006533
GO:0043627	0.470515187161204	0.639530210652134	2	18	response to estrogen	BP	ENSSSCG00000016634,ENSSSCG00000016976
GO:0007405	0.470851691158505	0.639812683367064	2	17	neuroblast proliferation	BP	ENSSSCG00000027667,ENSSSCG00000009045
GO:0034101	0.471131143645506	0.640017498963239	1	7	erythrocyte homeostasis	BP	ENSSSCG00000039745
GO:0090073	0.47301780953848	0.642404957395608	1	7	positive regulation of protein homodimerization activity	BP	ENSSSCG00000014149
GO:0035024	0.473423559096078	0.642639571514973	2	16	negative regulation of Rho protein signal transduction	BP	ENSSSCG00000035066,ENSSSCG00000011810
GO:0060575	0.473449064855057	0.642639571514973	1	7	intestinal epithelial cell differentiation	BP	ENSSSCG00000022383
GO:0051782	0.474024756507499	0.643245384649369	1	7	negative regulation of cell division	BP	ENSSSCG00000031262
GO:0043586	0.474173845592088	0.643272131046074	1	8	tongue development	BP	ENSSSCG00000005087
GO:0097150	0.474846617314638	0.644009105643311	2	17	neuronal stem cell population maintenance	BP	ENSSSCG00000031503,ENSSSCG00000003722
GO:0042532	0.475349574697203	0.644515430977501	1	7	negative regulation of tyrosine phosphorylation of STAT protein	BP	ENSSSCG00000016634
GO:0060712	0.475684699050881	0.644669034674275	1	7	spongiotrophoblast layer development	BP	ENSSSCG00000013408
GO:0002115	0.475920382307622	0.644669034674275	1	7	store-operated calcium entry	BP	ENSSSCG00000007949
GO:1902188	0.476129664239098	0.644669034674275	1	7	positive regulation of viral release from host cell	BP	ENSSSCG00000028889
GO:0005741	0.476165780902836	0.644669034674275	6	67	mitochondrial outer membrane	CC	ENSSSCG00000025686,ENSSSCG00000035066,ENSSSCG00000008624,ENSSSCG00000010258,ENSSSCG00000008261,ENSSSCG00000009942
GO:0071711	0.476211421582096	0.644669034674275	1	7	basement membrane organization	BP	ENSSSCG00000010071
GO:0016045	0.4762924190923	0.644669034674275	1	7	detection of bacterium	BP	ENSSSCG00000025560
GO:0006885	0.476402705280193	0.644669034674275	2	16	regulation of pH	BP	ENSSSCG00000015334,ENSSSCG00000008153
GO:0006465	0.476500141276742	0.644669034674275	1	9	signal peptide processing	BP	ENSSSCG00000001817
GO:0015238	0.4779090736584	0.646399323783886	1	7	drug transmembrane transporter activity	MF	ENSSSCG00000012855
GO:0015485	0.478417342783776	0.646733193216636	3	29	cholesterol binding	MF	ENSSSCG00000015067,ENSSSCG00000006355,ENSSSCG00000011831
GO:0060371	0.478605623777891	0.646733193216636	1	7	regulation of atrial cardiac muscle cell membrane depolarization	BP	ENSSSCG00000004241
GO:0051537	0.478707290530994	0.646733193216636	2	21	2 iron, 2 sulfur cluster binding	MF	ENSSSCG00000002496,ENSSSCG00000008522
GO:0042116	0.478783863003898	0.646733193216636	1	7	macrophage activation	BP	ENSSSCG00000006987
GO:0060013	0.478806292081745	0.646733193216636	1	7	righting reflex	BP	ENSSSCG00000004822
GO:0001955	0.47920619401678	0.64709755476682	1	7	blood vessel maturation	BP	ENSSSCG00000002829
GO:0001824	0.479871379320123	0.64781984740148	2	19	blastocyst development	BP	ENSSSCG00000029411,ENSSSCG00000009919
GO:0016176	0.480143232635904	0.647919772628083	1	8	superoxide-generating NADPH oxidase activator activity	MF	ENSSSCG00000033327
GO:0032956	0.48026240911237	0.647919772628083	4	39	regulation of actin cytoskeleton organization	BP	ENSSSCG00000011435,ENSSSCG00000011801,ENSSSCG00000008629,ENSSSCG00000004205
GO:0051298	0.480336339884778	0.647919772628083	2	16	centrosome duplication	BP	ENSSSCG00000000972,ENSSSCG00000008629
GO:0005391	0.480567016897144	0.647997986814808	1	7	sodium:potassium-exchanging ATPase activity	MF	ENSSSCG00000006391
GO:0002639	0.480654982979287	0.647997986814808	1	7	positive regulation of immunoglobulin production	BP	ENSSSCG00000014626
GO:0030042	0.481085162005769	0.648315521400085	1	7	actin filament depolymerization	BP	ENSSSCG00000001959
GO:0090331	0.481151302084939	0.648315521400085	1	7	negative regulation of platelet aggregation	BP	ENSSSCG00000022230
GO:0030148	0.481494197558997	0.648601774658177	2	19	sphingolipid biosynthetic process	BP	ENSSSCG00000013595,ENSSSCG00000001045
GO:0048341	0.482426656436042	0.649463925844436	1	7	paraxial mesoderm formation	BP	ENSSSCG00000009919
GO:0042416	0.482491328610191	0.649463925844436	1	7	dopamine biosynthetic process	BP	ENSSSCG00000009942
GO:0016671	0.482530988377421	0.649463925844436	1	9	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	MF	ENSSSCG00000026004
GO:0032930	0.482656718824455	0.649463925844436	1	7	positive regulation of superoxide anion generation	BP	ENSSSCG00000006403
GO:0000302	0.483485484789547	0.650403092633558	1	8	response to reactive oxygen species	BP	ENSSSCG00000011831
GO:0002315	0.484173105090999	0.651151928188382	1	7	marginal zone B cell differentiation	BP	ENSSSCG00000030209
GO:0071320	0.485152295943749	0.652292378429508	3	27	cellular response to cAMP	BP	ENSSSCG00000023526,ENSSSCG00000025924,ENSSSCG00000004597
GO:0043117	0.485709222056166	0.652668654044972	1	7	positive regulation of vascular permeability	BP	ENSSSCG00000036569
GO:0042118	0.485909706784287	0.652668654044972	1	7	endothelial cell activation	BP	ENSSSCG00000004535
GO:0005769	0.486039359404367	0.652668654044972	13	136	early endosome	CC	ENSSSCG00000004578,ENSSSCG00000010959,ENSSSCG00000011640,ENSSSCG00000016328,ENSSSCG00000008966,ENSSSCG00000007478,ENSSSCG00000025020,ENSSSCG00000003819,ENSSSCG00000016140,ENSSSCG00000011278,ENSSSCG00000011402,ENSSSCG00000039095,ENSSSCG00000022725
GO:0030509	0.486070232549133	0.652668654044972	6	63	BMP signaling pathway	BP	ENSSSCG00000010142,ENSSSCG00000005045,ENSSSCG00000014176,ENSSSCG00000000385,ENSSSCG00000002029,ENSSSCG00000002267
GO:0050863	0.486088500790131	0.652668654044972	1	8	regulation of T cell activation	BP	ENSSSCG00000000687
GO:0019367	0.4862329866166	0.652686395641937	1	7	fatty acid elongation, saturated fatty acid	BP	ENSSSCG00000001045
GO:0003183	0.486777046459393	0.653240344128503	1	8	mitral valve morphogenesis	BP	ENSSSCG00000029189
GO:0033130	0.487508927545885	0.653900548422197	1	8	acetylcholine receptor binding	MF	ENSSSCG00000031724
GO:0071222	0.487532046058143	0.653900548422197	7	73	cellular response to lipopolysaccharide	BP	ENSSSCG00000000875,ENSSSCG00000010461,ENSSSCG00000028758,ENSSSCG00000011038,ENSSSCG00000003805,ENSSSCG00000014149,ENSSSCG00000014369
GO:0021915	0.487847629218761	0.654147360430335	4	39	neural tube development	BP	ENSSSCG00000023784,ENSSSCG00000009004,ENSSSCG00000008041,ENSSSCG00000029189
GO:0008154	0.488108395686448	0.65417778823227	1	7	actin polymerization or depolymerization	BP	ENSSSCG00000001068
GO:0048009	0.488133466279509	0.65417778823227	1	7	insulin-like growth factor receptor signaling pathway	BP	ENSSSCG00000015631
GO:0048699	0.48827026181642	0.654184786243934	1	8	generation of neurons	BP	ENSSSCG00000005087
GO:1990253	0.488974275259785	0.654951534642147	1	7	cellular response to leucine starvation	BP	ENSSSCG00000004318
GO:0000930	0.489573866304468	0.655578040200866	1	8	gamma-tubulin complex	CC	ENSSSCG00000003805
GO:0060347	0.490596541626616	0.656538137545709	1	8	heart trabecula formation	BP	ENSSSCG00000040643
GO:0045088	0.490617150242773	0.656538137545709	1	7	regulation of innate immune response	BP	ENSSSCG00000010831
GO:0090160	0.490686990973422	0.656538137545709	1	7	Golgi to lysosome transport	BP	ENSSSCG00000035987
GO:1901522	0.49101364297038	0.65679844843926	1	7	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	BP	ENSSSCG00000006328
GO:0050765	0.491367515568884	0.657095020819927	1	8	negative regulation of phagocytosis	BP	ENSSSCG00000039103
GO:0008210	0.491843651984747	0.657484836681539	1	7	estrogen metabolic process	BP	ENSSSCG00000027646
GO:0060324	0.491923490035263	0.657484836681539	2	17	face development	BP	ENSSSCG00000000258,ENSSSCG00000004822
GO:0045747	0.492250263106078	0.657681028527518	3	32	positive regulation of Notch signaling pathway	BP	ENSSSCG00000002555,ENSSSCG00000010816,ENSSSCG00000030209
GO:0070461	0.492334832698999	0.657681028527518	1	7	SAGA-type complex	CC	ENSSSCG00000022778
GO:1903169	0.493155486249614	0.658486742196895	1	7	regulation of calcium ion transmembrane transport	BP	ENSSSCG00000003156
GO:0005641	0.493202861613282	0.658486742196895	1	8	nuclear envelope lumen	CC	ENSSSCG00000012022
GO:0007010	0.493859067116714	0.659185847437396	8	84	cytoskeleton organization	BP	ENSSSCG00000001068,ENSSSCG00000002277,ENSSSCG00000013545,ENSSSCG00000011022,ENSSSCG00000039575,ENSSSCG00000004497,ENSSSCG00000008721,ENSSSCG00000015960
GO:0038084	0.494087972342885	0.659314384994317	1	7	vascular endothelial growth factor signaling pathway	BP	ENSSSCG00000014007
GO:0033148	0.49455528032457	0.659760894492558	1	7	positive regulation of intracellular estrogen receptor signaling pathway	BP	ENSSSCG00000014878
